scalar,RGB_r,RGB_g,RGB_b
0.0,0.18500126283629117,0.0,0.5300734481832133
0.007874015748031496,0.1971753783239028,0.0,0.5401864386612166
0.015748031496062992,0.20896366890702855,0.0,0.549353518851062
0.023622047244094488,0.22045513672489092,0.0,0.5577823918021132
0.031496062992125984,0.23172591746572302,0.0,0.5656222408797819
0.03937007874015748,0.2428463835598771,0.0,0.5729890708581918
0.047244094488188976,0.25385407517751724,0.0,0.5799567635783369
0.05511811023622047,0.2647792736599681,0.0,0.5865817211646291
0.06299212598425197,0.27564501167155253,0.0,0.5929042764106032
0.07086614173228346,0.2864683508159447,0.0,0.5989517147278327
0.07874015748031496,0.29725838898093593,0.0,0.6047439399735999
0.08661417322834646,0.30802434188154293,0.0,0.6102924501040756
0.09448818897637795,0.31877668231120293,0.0,0.6156063162736127
0.10236220472440945,0.3295194191165787,0.0,0.6206848137317417
0.11023622047244094,0.3402539030736786,0.0,0.6255286222553559
0.11811023622047244,0.3509801489666392,0.0,0.6301317023803813
0.12598425196850394,0.36169915652800794,0.0,0.6344878672843711
0.13385826771653542,0.37241113729823244,0.0,0.6385877956119407
0.14173228346456693,0.38311407983168483,0.0,0.6424201840620023
0.14960629921259844,0.39380360130265213,0.0,0.6459733330040441
0.15748031496062992,0.40448036859862946,0.0,0.6492349452631971
0.1653543307086614,0.41513813171396635,0.0,0.652190258470219
0.1732283464566929,0.4257737592560018,0.0,0.6548248224659223
0.18110236220472442,0.4363833012850465,0.0,0.657124864331364
0.1889763779527559,0.44696119552689045,0.0,0.659074742349937
0.19685039370078738,0.457502039089754,0.0,0.6606605990967258
0.2047244094488189,0.4680000437845983,0.0,0.6618699355192751
0.2125984251968504,0.47845070232742754,0.0,0.6626889700750824
0.2204724409448819,0.48884849224408417,0.0,0.6631045889249096
0.22834645669291337,0.49918622134217866,0.0,0.6631084041358379
0.23622047244094488,0.5094582505454555,0.0,0.6626901635716652
0.2440944881889764,0.519658206571568,0.0,0.6618445348076285
0.25196850393700787,0.5297804846036909,0.0,0.6605654075463444
0.25984251968503935,0.5398191037816227,0.0,0.6588486462804104
0.26771653543307083,0.5497694986561501,0.0,0.6566971667975838
0.2755905511811024,0.5596236439047616,0.0,0.6541113922433398
0.28346456692913385,0.5693785036464215,0.0,0.651099057594801
0.29133858267716534,0.5790275727240406,0.0,0.6476663233495329
0.2992125984251969,0.5885674011647914,0.0,0.6438257192678227
0.30708661417322836,0.5979941544541271,0.0,0.6395907095552472
0.31496062992125984,0.6073031571309324,0.0,0.6349774210205223
0.3228346456692913,0.6164911879900766,0.009971557089509942,0.6300055625768923
0.3307086614173228,0.6255562783234826,0.02623950793401089,0.6246968640570523
0.33858267716535434,0.634497527952296,0.04386571102592115,0.6190733760936441
0.3464566929133858,0.6433116509901706,0.060041468485016146,0.6131620316704708
0.3543307086614173,0.6519988331058413,0.07453717771258836,0.6069866507071806
0.36220472440944884,0.6605585864968023,0.0879455553001631,0.6005744586381067
0.3700787401574803,0.6689913496353392,0.10058916138640556,0.593952506251795
0.3779527559055118,0.6772964212044259,0.11266120096109775,0.5871486935232983
0.3858267716535433,0.6854779430223872,0.12429352601600602,0.5801871224512446
0.39370078740157477,0.6935349379534198,0.13557241438277892,0.5730943858679566
0.4015748031496063,0.7014709100689935,0.14656272947263585,0.56589476027616
0.4094488188976378,0.7092873048796511,0.15731301990379,0.5586089648291505
0.41732283464566927,0.7169871285806694,0.16785951925896397,0.5512591589372946
0.4251968503937008,0.7245725883594194,0.17823197304616717,0.543863369115229
0.4330708661417323,0.7320459746206393,0.18845252751717595,0.5364401840616034
0.4409448818897638,0.7394119205772091,0.19854272559919023,0.5290043787696757
0.44881889763779526,0.7466721236863739,0.20851842279669003,0.5215690689165309
0.45669291338582674,0.7538285689449721,0.2183933962380879,0.5141449319104427
0.4645669291338583,0.760885984185038,0.22818153114229217,0.5067407954317102
0.47244094488188976,0.7678447656477742,0.23789369650386633,0.4993625890025067
0.48031496062992124,0.7747093986016643,0.2475392900719085,0.4920197596414632
0.4881889763779528,0.7814797705258486,0.2571270390926801,0.4847172714012818
0.49606299212598426,0.7881593494436357,0.26666619623982707,0.47745404327990154
0.5039370078740157,0.7947499550904122,0.27616574930997695,0.4702329106389868
0.5118110236220472,0.801251448456974,0.2856315014043126,0.4630546978866193
0.5196850393700787,0.8076662285009325,0.2950700763322187,0.45592120833062805
0.5275590551181102,0.8139944711804249,0.3044896027782318,0.4488292555276437
0.5354330708661417,0.820237431910179,0.3138963092643016,0.44177551166051093
0.5433070866141733,0.8263930963831866,0.3232957479050614,0.4347582159444808
0.5511811023622047,0.8324626404608539,0.3326933593848342,0.42777702787558064
0.5590551181102362,0.8384455229738593,0.34209631857389255,0.4208251578991514
0.5669291338582677,0.8443395141996296,0.35151011619895095,0.4138991696715783
0.5748031496062992,0.8501441764255346,0.3609384660202708,0.4069973271191144
0.5826771653543307,0.8558564251317706,0.3703890932214501,0.40011388627089733
0.5905511811023622,0.8614754831071633,0.37986611260629927,0.3932446003323446
0.5984251968503937,0.8669979377295153,0.3893746904332349,0.38638496861607147
0.6062992125984252,0.8724207458931178,0.39892002627839046,0.3795325779264162
0.6141732283464567,0.8777410871035203,0.4085065992054424,0.37268233711036614
0.6220472440944882,0.8829545282076376,0.41813921152595657,0.36583032029595813
0.6299212598425197,0.8880573246972155,0.4278221681142278,0.3589739736101919
0.6377952755905512,0.8930465518969612,0.4375613901884744,0.3521077984526116
0.6456692913385826,0.8979168329335838,0.44736034635398797,0.345230757162498
